q1,q2,q3,q4,q5,q6
-2.913520765787846134e+00,-1.942347177191897423e+00,-2.427933971489871556e+00,-2.913520765787846134e+00,-1.942347177191897423e+00,-2.913520765787846134e+00
-2.911746878955297824e+00,-1.941164585970198475e+00,-2.426455732462748038e+00,-2.911746878955297824e+00,-1.941164585970198475e+00,-2.911746878955297824e+00
-2.909954983119373395e+00,-1.939969988746248930e+00,-2.424962485932811163e+00,-2.909954983119373395e+00,-1.939969988746248930e+00,-2.909954983119373395e+00
-2.908145078280072404e+00,-1.938763385520048343e+00,-2.423454231900060485e+00,-2.908145078280072404e+00,-1.938763385520048343e+00,-2.908145078280072404e+00
-2.906317164437395739e+00,-1.937544776291597382e+00,-2.421930970364496449e+00,-2.906317164437395739e+00,-1.937544776291597382e+00,-2.906317164437395739e+00
-2.904471241591342956e+00,-1.936314161060895378e+00,-2.420392701326119056e+00,-2.904471241591342956e+00,-1.936314161060895378e+00,-2.904471241591342956e+00
-2.902607309741914055e+00,-1.935071539827942777e+00,-2.418839424784928305e+00,-2.902607309741914055e+00,-1.935071539827942777e+00,-2.902607309741914055e+00
-2.900725368889109035e+00,-1.933816912592739357e+00,-2.417271140740924196e+00,-2.900725368889109035e+00,-1.933816912592739357e+00,-2.900725368889109035e+00
-2.898825419032927897e+00,-1.932550279355285117e+00,-2.415687849194106285e+00,-2.898825419032927897e+00,-1.932550279355285117e+00,-2.898825419032927897e+00
-2.896907460173370197e+00,-1.931271640115580279e+00,-2.414089550144475460e+00,-2.896907460173370197e+00,-1.931271640115580279e+00,-2.896907460173370197e+00
-2.894971492310436822e+00,-1.929980994873624622e+00,-2.412476243592030833e+00,-2.894971492310436822e+00,-1.929980994873624622e+00,-2.894971492310436822e+00
-2.893017515444127330e+00,-1.928678343629418146e+00,-2.410847929536772849e+00,-2.893017515444127330e+00,-1.928678343629418146e+00,-2.893017515444127330e+00
-2.891045529574441719e+00,-1.927363686382961072e+00,-2.409204607978701507e+00,-2.891045529574441719e+00,-1.927363686382961072e+00,-2.891045529574441719e+00
-2.889055534701379546e+00,-1.926037023134253179e+00,-2.407546278917816363e+00,-2.889055534701379546e+00,-1.926037023134253179e+00,-2.889055534701379546e+00
-2.887047530824941699e+00,-1.924698353883294466e+00,-2.405872942354118305e+00,-2.887047530824941699e+00,-1.924698353883294466e+00,-2.887047530824941699e+00
-2.885021517945127734e+00,-1.923347678630085156e+00,-2.404184598287606445e+00,-2.885021517945127734e+00,-1.923347678630085156e+00,-2.885021517945127734e+00
-2.882977496061937650e+00,-1.921984997374625026e+00,-2.402481246718281227e+00,-2.882977496061937650e+00,-1.921984997374625026e+00,-2.882977496061937650e+00
-2.880915465175371004e+00,-1.920610310116914077e+00,-2.400762887646142651e+00,-2.880915465175371004e+00,-1.920610310116914077e+00,-2.880915465175371004e+00
-2.878835425285428684e+00,-1.919223616856952308e+00,-2.399029521071190718e+00,-2.878835425285428684e+00,-1.919223616856952308e+00,-2.878835425285428684e+00
-2.876737376392109802e+00,-1.917824917594739942e+00,-2.397281146993424983e+00,-2.876737376392109802e+00,-1.917824917594739942e+00,-2.876737376392109802e+00
-2.874621318495415245e+00,-1.916414212330276978e+00,-2.395517765412845890e+00,-2.874621318495415245e+00,-1.916414212330276978e+00,-2.874621318495415245e+00
-2.872487251595344571e+00,-1.914991501063562973e+00,-2.393739376329453883e+00,-2.872487251595344571e+00,-1.914991501063562973e+00,-2.872487251595344571e+00
-2.870335175691897334e+00,-1.913556783794598370e+00,-2.391945979743248074e+00,-2.870335175691897334e+00,-1.913556783794598370e+00,-2.870335175691897334e+00
-2.868165090785074423e+00,-1.912110060523382948e+00,-2.390137575654228463e+00,-2.868165090785074423e+00,-1.912110060523382948e+00,-2.868165090785074423e+00
-2.865976996874874949e+00,-1.910651331249916707e+00,-2.388314164062395939e+00,-2.865976996874874949e+00,-1.910651331249916707e+00,-2.865976996874874949e+00
-2.863770893961299802e+00,-1.909180595974199868e+00,-2.386475744967749613e+00,-2.863770893961299802e+00,-1.909180595974199868e+00,-2.863770893961299802e+00
-2.861546782044348092e+00,-1.907697854696232209e+00,-2.384622318370290373e+00,-2.861546782044348092e+00,-1.907697854696232209e+00,-2.861546782044348092e+00
-2.859304661124020708e+00,-1.906203107416013731e+00,-2.382753884270017330e+00,-2.859304661124020708e+00,-1.906203107416013731e+00,-2.859304661124020708e+00
-2.857044531200316761e+00,-1.904696354133544656e+00,-2.380870442666930931e+00,-2.857044531200316761e+00,-1.904696354133544656e+00,-2.857044531200316761e+00
-2.854766392273237141e+00,-1.903177594848824761e+00,-2.378971993561030729e+00,-2.854766392273237141e+00,-1.903177594848824761e+00,-2.854766392273237141e+00
-2.852470244342780958e+00,-1.901646829561854046e+00,-2.377058536952317613e+00,-2.852470244342780958e+00,-1.901646829561854046e+00,-2.852470244342780958e+00
-2.850156087408949102e+00,-1.900104058272632734e+00,-2.375130072840790696e+00,-2.850156087408949102e+00,-1.900104058272632734e+00,-2.850156087408949102e+00
-2.847823921471740682e+00,-1.898549280981160603e+00,-2.373186601226450865e+00,-2.847823921471740682e+00,-1.898549280981160603e+00,-2.847823921471740682e+00
-2.845473746531156589e+00,-1.896982497687437652e+00,-2.371228122109297232e+00,-2.845473746531156589e+00,-1.896982497687437652e+00,-2.845473746531156589e+00
-2.843105562587195934e+00,-1.895403708391463882e+00,-2.369254635489329797e+00,-2.843105562587195934e+00,-1.895403708391463882e+00,-2.843105562587195934e+00
-2.840719369639859160e+00,-1.893812913093239514e+00,-2.367266141366549448e+00,-2.840719369639859160e+00,-1.893812913093239514e+00,-2.840719369639859160e+00
-2.838315167689146712e+00,-1.892210111792764327e+00,-2.365262639740955741e+00,-2.838315167689146712e+00,-1.892210111792764327e+00,-2.838315167689146712e+00
-2.835892956735057702e+00,-1.890595304490038542e+00,-2.363244130612548233e+00,-2.835892956735057702e+00,-1.890595304490038542e+00,-2.835892956735057702e+00
-2.833452736777592573e+00,-1.888968491185061938e+00,-2.361210613981327366e+00,-2.833452736777592573e+00,-1.888968491185061938e+00,-2.833452736777592573e+00
-2.830994507816751771e+00,-1.887329671877834514e+00,-2.359162089847293142e+00,-2.830994507816751771e+00,-1.887329671877834514e+00,-2.830994507816751771e+00
-2.828518269852534406e+00,-1.885678846568356271e+00,-2.357098558210445560e+00,-2.828518269852534406e+00,-1.885678846568356271e+00,-2.828518269852534406e+00
-2.826024022884940923e+00,-1.884016015256627430e+00,-2.355020019070784176e+00,-2.826024022884940923e+00,-1.884016015256627430e+00,-2.826024022884940923e+00
-2.823511766913971321e+00,-1.882341177942647770e+00,-2.352926472428309879e+00,-2.823511766913971321e+00,-1.882341177942647770e+00,-2.823511766913971321e+00
-2.820981501939626046e+00,-1.880654334626417290e+00,-2.350817918283021779e+00,-2.820981501939626046e+00,-1.880654334626417290e+00,-2.820981501939626046e+00
-2.818433227961904208e+00,-1.878955485307936213e+00,-2.348694356634920322e+00,-2.818433227961904208e+00,-1.878955485307936213e+00,-2.818433227961904208e+00
-2.815866944980806252e+00,-1.877244629987204316e+00,-2.346555787484005506e+00,-2.815866944980806252e+00,-1.877244629987204316e+00,-2.815866944980806252e+00
-2.813282652996332178e+00,-1.875521768664221600e+00,-2.344402210830276889e+00,-2.813282652996332178e+00,-1.875521768664221600e+00,-2.813282652996332178e+00
-2.810680352008482430e+00,-1.873786901338988287e+00,-2.342233626673735358e+00,-2.810680352008482430e+00,-1.873786901338988287e+00,-2.810680352008482430e+00
-2.808060042017256119e+00,-1.872040028011503932e+00,-2.340050035014380025e+00,-2.808060042017256119e+00,-1.872040028011503932e+00,-2.808060042017256119e+00
-2.805421723022653691e+00,-1.870281148681769201e+00,-2.337851435852211335e+00,-2.805421723022653691e+00,-1.870281148681769201e+00,-2.805421723022653691e+00
-2.802765395024675144e+00,-1.868510263349783429e+00,-2.335637829187229286e+00,-2.802765395024675144e+00,-1.868510263349783429e+00,-2.802765395024675144e+00
-2.800091058023320478e+00,-1.866727372015547060e+00,-2.333409215019433880e+00,-2.800091058023320478e+00,-1.866727372015547060e+00,-2.800091058023320478e+00
-2.797398712018589695e+00,-1.864932474679059871e+00,-2.331165593348824672e+00,-2.797398712018589695e+00,-1.864932474679059871e+00,-2.797398712018589695e+00
-2.794688357010482793e+00,-1.863125571340322084e+00,-2.328906964175402550e+00,-2.794688357010482793e+00,-1.863125571340322084e+00,-2.794688357010482793e+00
-2.791959992998999773e+00,-1.861306661999333256e+00,-2.326633327499166626e+00,-2.791959992998999773e+00,-1.861306661999333256e+00,-2.791959992998999773e+00
-2.789213619984140635e+00,-1.859475746656093831e+00,-2.324344683320117344e+00,-2.789213619984140635e+00,-1.859475746656093831e+00,-2.789213619984140635e+00
-2.786449237965905823e+00,-1.857632825310603808e+00,-2.322041031638254704e+00,-2.786449237965905823e+00,-1.857632825310603808e+00,-2.786449237965905823e+00
-2.783666846944294448e+00,-1.855777897962862744e+00,-2.319722372453578707e+00,-2.783666846944294448e+00,-1.855777897962862744e+00,-2.783666846944294448e+00
-2.780866446919306512e+00,-1.853910964612871082e+00,-2.317388705766088908e+00,-2.780866446919306512e+00,-1.853910964612871082e+00,-2.780866446919306512e+00
-2.778048037890942901e+00,-1.852032025260628822e+00,-2.315040031575785751e+00,-2.778048037890942901e+00,-1.852032025260628822e+00,-2.778048037890942901e+00
-2.775211619859203172e+00,-1.850141079906135522e+00,-2.312676349882669680e+00,-2.775211619859203172e+00,-1.850141079906135522e+00,-2.775211619859203172e+00
-2.772357192824087324e+00,-1.848238128549391623e+00,-2.310297660686739807e+00,-2.772357192824087324e+00,-1.848238128549391623e+00,-2.772357192824087324e+00
-2.769484756785595359e+00,-1.846323171190397128e+00,-2.307903963987996132e+00,-2.769484756785595359e+00,-1.846323171190397128e+00,-2.769484756785595359e+00
-2.766594311743727275e+00,-1.844396207829151590e+00,-2.305495259786439544e+00,-2.766594311743727275e+00,-1.844396207829151590e+00,-2.766594311743727275e+00
-2.763685857698483073e+00,-1.842457238465655456e+00,-2.303071548082069153e+00,-2.763685857698483073e+00,-1.842457238465655456e+00,-2.763685857698483073e+00
-2.760759394649862752e+00,-1.840506263099908502e+00,-2.300632828874885405e+00,-2.760759394649862752e+00,-1.840506263099908502e+00,-2.760759394649862752e+00
-2.757814922597866314e+00,-1.838543281731910728e+00,-2.298179102164888743e+00,-2.757814922597866314e+00,-1.838543281731910728e+00,-2.757814922597866314e+00
-2.754852441542493757e+00,-1.836568294361662357e+00,-2.295710367952077835e+00,-2.754852441542493757e+00,-1.836568294361662357e+00,-2.754852441542493757e+00
-2.751871951483745082e+00,-1.834581300989163388e+00,-2.293226626236454013e+00,-2.751871951483745082e+00,-1.834581300989163388e+00,-2.751871951483745082e+00
-2.748873452421619845e+00,-1.832582301614413378e+00,-2.290727877018016834e+00,-2.748873452421619845e+00,-1.832582301614413378e+00,-2.748873452421619845e+00
-2.745856944356118934e+00,-1.830571296237412771e+00,-2.288214120296765852e+00,-2.745856944356118934e+00,-1.830571296237412771e+00,-2.745856944356118934e+00
-2.742822427287241904e+00,-1.828548284858161344e+00,-2.285685356072701513e+00,-2.742822427287241904e+00,-1.828548284858161344e+00,-2.742822427287241904e+00
-2.739769901214988757e+00,-1.826513267476659097e+00,-2.283141584345823816e+00,-2.739769901214988757e+00,-1.826513267476659097e+00,-2.739769901214988757e+00
-2.736699366139359491e+00,-1.824466244092906253e+00,-2.280582805116132761e+00,-2.736699366139359491e+00,-1.824466244092906253e+00,-2.736699366139359491e+00
-2.733610822060353662e+00,-1.822407214706902590e+00,-2.278009018383628348e+00,-2.733610822060353662e+00,-1.822407214706902590e+00,-2.733610822060353662e+00
-2.730504268977972160e+00,-1.820336179318648107e+00,-2.275420224148310133e+00,-2.730504268977972160e+00,-1.820336179318648107e+00,-2.730504268977972160e+00
-2.727379706892214539e+00,-1.818253137928143026e+00,-2.272816422410178561e+00,-2.727379706892214539e+00,-1.818253137928143026e+00,-2.727379706892214539e+00
-2.724237135803080356e+00,-1.816158090535387126e+00,-2.270197613169233630e+00,-2.724237135803080356e+00,-1.816158090535387126e+00,-2.724237135803080356e+00
-2.721076555710570499e+00,-1.814051037140380407e+00,-2.267563796425475342e+00,-2.721076555710570499e+00,-1.814051037140380407e+00,-2.721076555710570499e+00
-2.717897966614684524e+00,-1.811931977743122868e+00,-2.264914972178903696e+00,-2.717897966614684524e+00,-1.811931977743122868e+00,-2.717897966614684524e+00
