q1,q2,q3,q4,q5,q6
-2.912250993122410758e+00,-1.941500662081607098e+00,-2.912250993122410758e+00,-2.426875827602009039e+00,-2.912250993122410758e+00,-1.941500662081607098e+00,-2.912250993122410758e+00
-2.911100198765051328e+00,-1.940733465843367700e+00,-2.911100198765051328e+00,-2.425916832304209514e+00,-2.911100198765051328e+00,-1.940733465843367700e+00,-2.911100198765051328e+00
-2.909941907376048409e+00,-1.939961271584032199e+00,-2.909941907376048409e+00,-2.424951589480040415e+00,-2.909941907376048409e+00,-1.939961271584032199e+00,-2.909941907376048409e+00
-2.908776118955401113e+00,-1.939184079303600816e+00,-2.908776118955401113e+00,-2.423980099129500854e+00,-2.908776118955401113e+00,-1.939184079303600816e+00,-2.908776118955401113e+00
-2.907602833503109885e+00,-1.938401889002073331e+00,-2.907602833503109885e+00,-2.423002361252591719e+00,-2.907602833503109885e+00,-1.938401889002073331e+00,-2.907602833503109885e+00
-2.906422051019174724e+00,-1.937614700679449742e+00,-2.906422051019174724e+00,-2.422018375849312122e+00,-2.906422051019174724e+00,-1.937614700679449742e+00,-2.906422051019174724e+00
-2.905233771503595186e+00,-1.936822514335730272e+00,-2.905233771503595186e+00,-2.421028142919662507e+00,-2.905233771503595186e+00,-1.936822514335730272e+00,-2.905233771503595186e+00
-2.904037994956372160e+00,-1.936025329970914699e+00,-2.904037994956372160e+00,-2.420031662463643318e+00,-2.904037994956372160e+00,-1.936025329970914699e+00,-2.904037994956372160e+00
-2.902834721377504756e+00,-1.935223147585003023e+00,-2.902834721377504756e+00,-2.419028934481253668e+00,-2.902834721377504756e+00,-1.935223147585003023e+00,-2.902834721377504756e+00
-2.901623950766992976e+00,-1.934415967177995466e+00,-2.901623950766992976e+00,-2.418019958972494443e+00,-2.901623950766992976e+00,-1.934415967177995466e+00,-2.901623950766992976e+00
-2.900405683124837708e+00,-1.933603788749891805e+00,-2.900405683124837708e+00,-2.417004735937364757e+00,-2.900405683124837708e+00,-1.933603788749891805e+00,-2.900405683124837708e+00
-2.899179918451038063e+00,-1.932786612300692264e+00,-2.899179918451038063e+00,-2.415983265375865052e+00,-2.899179918451038063e+00,-1.932786612300692264e+00,-2.899179918451038063e+00
-2.897946656745594929e+00,-1.931964437830396619e+00,-2.897946656745594929e+00,-2.414955547287995774e+00,-2.897946656745594929e+00,-1.931964437830396619e+00,-2.897946656745594929e+00
-2.896705898008507418e+00,-1.931137265339004871e+00,-2.896705898008507418e+00,-2.413921581673756034e+00,-2.896705898008507418e+00,-1.931137265339004871e+00,-2.896705898008507418e+00
-2.895457642239775531e+00,-1.930305094826517021e+00,-2.895457642239775531e+00,-2.412881368533146276e+00,-2.895457642239775531e+00,-1.930305094826517021e+00,-2.895457642239775531e+00
-2.894201889439400155e+00,-1.929467926292933289e+00,-2.894201889439400155e+00,-2.411834907866166500e+00,-2.894201889439400155e+00,-1.929467926292933289e+00,-2.894201889439400155e+00
-2.892938639607380402e+00,-1.928625759738253675e+00,-2.892938639607380402e+00,-2.410782199672817150e+00,-2.892938639607380402e+00,-1.928625759738253675e+00,-2.892938639607380402e+00
-2.891667892743716717e+00,-1.927778595162477737e+00,-2.891667892743716717e+00,-2.409723243953097338e+00,-2.891667892743716717e+00,-1.927778595162477737e+00,-2.891667892743716717e+00
-2.890389648848409099e+00,-1.926926432565605918e+00,-2.890389648848409099e+00,-2.408658040707007508e+00,-2.890389648848409099e+00,-1.926926432565605918e+00,-2.890389648848409099e+00
-2.889103907921457548e+00,-1.926069271947638217e+00,-2.889103907921457548e+00,-2.407586589934547661e+00,-2.889103907921457548e+00,-1.926069271947638217e+00,-2.889103907921457548e+00
-2.887810669962861621e+00,-1.925207113308574414e+00,-2.887810669962861621e+00,-2.406508891635717795e+00,-2.887810669962861621e+00,-1.925207113308574414e+00,-2.887810669962861621e+00
-2.886509934972621760e+00,-1.924339956648414507e+00,-2.886509934972621760e+00,-2.405424945810517912e+00,-2.886509934972621760e+00,-1.924339956648414507e+00,-2.886509934972621760e+00
-2.885201702950737968e+00,-1.923467801967158497e+00,-2.885201702950737968e+00,-2.404334752458948454e+00,-2.885201702950737968e+00,-1.923467801967158497e+00,-2.885201702950737968e+00
-2.883885973897210242e+00,-1.922590649264806606e+00,-2.883885973897210242e+00,-2.403238311581008535e+00,-2.883885973897210242e+00,-1.922590649264806606e+00,-2.883885973897210242e+00
-2.882562747812038140e+00,-1.921708498541358834e+00,-2.882562747812038140e+00,-2.402135623176698598e+00,-2.882562747812038140e+00,-1.921708498541358834e+00,-2.882562747812038140e+00
-2.881232024695222105e+00,-1.920821349796814737e+00,-2.881232024695222105e+00,-2.401026687246018643e+00,-2.881232024695222105e+00,-1.920821349796814737e+00,-2.881232024695222105e+00
-2.879893804546762137e+00,-1.919929203031174758e+00,-2.879893804546762137e+00,-2.399911503788968670e+00,-2.879893804546762137e+00,-1.919929203031174758e+00,-2.879893804546762137e+00
-2.878548087366658237e+00,-1.919032058244438899e+00,-2.878548087366658237e+00,-2.398790072805548679e+00,-2.878548087366658237e+00,-1.919032058244438899e+00,-2.878548087366658237e+00
-2.877194873154910404e+00,-1.918129915436606714e+00,-2.877194873154910404e+00,-2.397662394295758670e+00,-2.877194873154910404e+00,-1.918129915436606714e+00,-2.877194873154910404e+00
-2.875834161911518194e+00,-1.917222774607678648e+00,-2.875834161911518194e+00,-2.396528468259598643e+00,-2.875834161911518194e+00,-1.917222774607678648e+00,-2.875834161911518194e+00
-2.874465953636482052e+00,-1.916310635757654701e+00,-2.874465953636482052e+00,-2.395388294697068154e+00,-2.874465953636482052e+00,-1.916310635757654701e+00,-2.874465953636482052e+00
-2.873090248329801977e+00,-1.915393498886534651e+00,-2.873090248329801977e+00,-2.394241873608168092e+00,-2.873090248329801977e+00,-1.915393498886534651e+00,-2.873090248329801977e+00
-2.871707045991477969e+00,-1.914471363994318498e+00,-2.871707045991477969e+00,-2.393089204992898011e+00,-2.871707045991477969e+00,-1.914471363994318498e+00,-2.871707045991477969e+00
-2.870316346621509584e+00,-1.913544231081006242e+00,-2.870316346621509584e+00,-2.391930288851257913e+00,-2.870316346621509584e+00,-1.913544231081006242e+00,-2.870316346621509584e+00
-2.868918150219897267e+00,-1.912612100146598104e+00,-2.868918150219897267e+00,-2.390765125183247797e+00,-2.868918150219897267e+00,-1.912612100146598104e+00,-2.868918150219897267e+00
-2.867512456786641017e+00,-1.911674971191094086e+00,-2.867512456786641017e+00,-2.389593713988867663e+00,-2.867512456786641017e+00,-1.911674971191094086e+00,-2.867512456786641017e+00
-2.866099266321740835e+00,-1.910732844214493742e+00,-2.866099266321740835e+00,-2.388416055268117066e+00,-2.866099266321740835e+00,-1.910732844214493742e+00,-2.866099266321740835e+00
-2.864678578825196276e+00,-1.909785719216797517e+00,-2.864678578825196276e+00,-2.387232149020996896e+00,-2.864678578825196276e+00,-1.909785719216797517e+00,-2.864678578825196276e+00
-2.863250394297008228e+00,-1.908833596198005411e+00,-2.863250394297008228e+00,-2.386041995247506708e+00,-2.863250394297008228e+00,-1.908833596198005411e+00,-2.863250394297008228e+00
-2.861814712737175803e+00,-1.907876475158116980e+00,-2.861814712737175803e+00,-2.384845593947646503e+00,-2.861814712737175803e+00,-1.907876475158116980e+00,-2.861814712737175803e+00
-2.860371534145699002e+00,-1.906914356097132668e+00,-2.860371534145699002e+00,-2.383642945121415835e+00,-2.860371534145699002e+00,-1.906914356097132668e+00,-2.860371534145699002e+00
-2.858920858522578712e+00,-1.905947239015052475e+00,-2.858920858522578712e+00,-2.382434048768815593e+00,-2.858920858522578712e+00,-1.905947239015052475e+00,-2.858920858522578712e+00
-2.857462685867814045e+00,-1.904975123911876178e+00,-2.857462685867814045e+00,-2.381218904889845334e+00,-2.857462685867814045e+00,-1.904975123911876178e+00,-2.857462685867814045e+00
-2.855997016181405890e+00,-1.903998010787603778e+00,-2.855997016181405890e+00,-2.379997513484504612e+00,-2.855997016181405890e+00,-1.903998010787603778e+00,-2.855997016181405890e+00
-2.854523849463352914e+00,-1.903015899642235276e+00,-2.854523849463352914e+00,-2.378769874552794317e+00,-2.854523849463352914e+00,-1.903015899642235276e+00,-2.854523849463352914e+00
-2.853043185713656449e+00,-1.902028790475770892e+00,-2.853043185713656449e+00,-2.377535988094713559e+00,-2.853043185713656449e+00,-1.902028790475770892e+00,-2.853043185713656449e+00
-2.851555024932316051e+00,-1.901036683288210627e+00,-2.851555024932316051e+00,-2.376295854110263228e+00,-2.851555024932316051e+00,-1.901036683288210627e+00,-2.851555024932316051e+00
-2.850059367119331277e+00,-1.900039578079554037e+00,-2.850059367119331277e+00,-2.375049472599442435e+00,-2.850059367119331277e+00,-1.900039578079554037e+00,-2.850059367119331277e+00
-2.848556212274702570e+00,-1.899037474849801566e+00,-2.848556212274702570e+00,-2.373796843562252068e+00,-2.848556212274702570e+00,-1.899037474849801566e+00,-2.848556212274702570e+00
-2.847045560398429487e+00,-1.898030373598953213e+00,-2.847045560398429487e+00,-2.372537966998691239e+00,-2.847045560398429487e+00,-1.898030373598953213e+00,-2.847045560398429487e+00
-2.845527411490512915e+00,-1.897018274327008536e+00,-2.845527411490512915e+00,-2.371272842908760836e+00,-2.845527411490512915e+00,-1.897018274327008536e+00,-2.845527411490512915e+00
-2.844001765550951966e+00,-1.896001177033967977e+00,-2.844001765550951966e+00,-2.370001471292459971e+00,-2.844001765550951966e+00,-1.896001177033967977e+00,-2.844001765550951966e+00
-2.842468622579747528e+00,-1.894979081719831537e+00,-2.842468622579747528e+00,-2.368723852149789533e+00,-2.842468622579747528e+00,-1.894979081719831537e+00,-2.842468622579747528e+00
-2.840927982576898270e+00,-1.893951988384598994e+00,-2.840927982576898270e+00,-2.367439985480748632e+00,-2.840927982576898270e+00,-1.893951988384598994e+00,-2.840927982576898270e+00
-2.839379845542405523e+00,-1.892919897028270348e+00,-2.839379845542405523e+00,-2.366149871285338158e+00,-2.839379845542405523e+00,-1.892919897028270348e+00,-2.839379845542405523e+00
-2.837824211476268843e+00,-1.891882807650845821e+00,-2.837824211476268843e+00,-2.364853509563557221e+00,-2.837824211476268843e+00,-1.891882807650845821e+00,-2.837824211476268843e+00
-2.836261080378487787e+00,-1.890840720252325191e+00,-2.836261080378487787e+00,-2.363550900315406267e+00,-2.836261080378487787e+00,-1.890840720252325191e+00,-2.836261080378487787e+00
-2.834690452249062798e+00,-1.889793634832708458e+00,-2.834690452249062798e+00,-2.362242043540885295e+00,-2.834690452249062798e+00,-1.889793634832708458e+00,-2.834690452249062798e+00
-2.833112327087993432e+00,-1.888741551391995621e+00,-2.833112327087993432e+00,-2.360926939239994748e+00,-2.833112327087993432e+00,-1.888741551391995621e+00,-2.833112327087993432e+00
-2.831526704895280577e+00,-1.887684469930186903e+00,-2.831526704895280577e+00,-2.359605587412733740e+00,-2.831526704895280577e+00,-1.887684469930186903e+00,-2.831526704895280577e+00
-2.829933585670923346e+00,-1.886622390447282305e+00,-2.829933585670923346e+00,-2.358277988059102714e+00,-2.829933585670923346e+00,-1.886622390447282305e+00,-2.829933585670923346e+00
-2.828332969414922182e+00,-1.885555312943281603e+00,-2.828332969414922182e+00,-2.356944141179101671e+00,-2.828332969414922182e+00,-1.885555312943281603e+00,-2.828332969414922182e+00
-2.826724856127277086e+00,-1.884483237418184798e+00,-2.826724856127277086e+00,-2.355604046772731053e+00,-2.826724856127277086e+00,-1.884483237418184798e+00,-2.826724856127277086e+00
-2.825109245807988056e+00,-1.883406163871991890e+00,-2.825109245807988056e+00,-2.354257704839989973e+00,-2.825109245807988056e+00,-1.883406163871991890e+00,-2.825109245807988056e+00
-2.823486138457054651e+00,-1.882324092304703100e+00,-2.823486138457054651e+00,-2.352905115380878875e+00,-2.823486138457054651e+00,-1.882324092304703100e+00,-2.823486138457054651e+00
-2.821855534074477312e+00,-1.881237022716318208e+00,-2.821855534074477312e+00,-2.351546278395397760e+00,-2.821855534074477312e+00,-1.881237022716318208e+00,-2.821855534074477312e+00
-2.820217432660256041e+00,-1.880144955106837434e+00,-2.820217432660256041e+00,-2.350181193883546626e+00,-2.820217432660256041e+00,-1.880144955106837434e+00,-2.820217432660256041e+00
-2.818571834214390837e+00,-1.879047889476260558e+00,-2.818571834214390837e+00,-2.348809861845325475e+00,-2.818571834214390837e+00,-1.879047889476260558e+00,-2.818571834214390837e+00
-2.816918738736881256e+00,-1.877945825824587578e+00,-2.816918738736881256e+00,-2.347432282280734306e+00,-2.816918738736881256e+00,-1.877945825824587578e+00,-2.816918738736881256e+00
-2.815258146227727742e+00,-1.876838764151818495e+00,-2.815258146227727742e+00,-2.346048455189773119e+00,-2.815258146227727742e+00,-1.876838764151818495e+00,-2.815258146227727742e+00
-2.813590056686930296e+00,-1.875726704457953531e+00,-2.813590056686930296e+00,-2.344658380572441914e+00,-2.813590056686930296e+00,-1.875726704457953531e+00,-2.813590056686930296e+00
-2.811914470114488918e+00,-1.874609646742992686e+00,-2.811914470114488918e+00,-2.343262058428740691e+00,-2.811914470114488918e+00,-1.874609646742992686e+00,-2.811914470114488918e+00
-2.810231386510403606e+00,-1.873487591006935737e+00,-2.810231386510403606e+00,-2.341859488758669450e+00,-2.810231386510403606e+00,-1.873487591006935737e+00,-2.810231386510403606e+00
-2.808540805874673918e+00,-1.872360537249782686e+00,-2.808540805874673918e+00,-2.340450671562228191e+00,-2.808540805874673918e+00,-1.872360537249782686e+00,-2.808540805874673918e+00
-2.806842728207300297e+00,-1.871228485471533531e+00,-2.806842728207300297e+00,-2.339035606839416914e+00,-2.806842728207300297e+00,-1.871228485471533531e+00,-2.806842728207300297e+00
-2.805137153508282744e+00,-1.870091435672188496e+00,-2.805137153508282744e+00,-2.337614294590235620e+00,-2.805137153508282744e+00,-1.870091435672188496e+00,-2.805137153508282744e+00
-2.803424081777621257e+00,-1.868949387851747357e+00,-2.803424081777621257e+00,-2.336186734814684307e+00,-2.803424081777621257e+00,-1.868949387851747357e+00,-2.803424081777621257e+00
-2.801703513015315394e+00,-1.867802342010210337e+00,-2.801703513015315394e+00,-2.334752927512762977e+00,-2.801703513015315394e+00,-1.867802342010210337e+00,-2.801703513015315394e+00
-2.799975447221365599e+00,-1.866650298147577214e+00,-2.799975447221365599e+00,-2.333312872684471628e+00,-2.799975447221365599e+00,-1.866650298147577214e+00,-2.799975447221365599e+00
-2.798239884395771870e+00,-1.865493256263847988e+00,-2.798239884395771870e+00,-2.331866570329809818e+00,-2.798239884395771870e+00,-1.865493256263847988e+00,-2.798239884395771870e+00
-2.796496824538534209e+00,-1.864331216359022880e+00,-2.796496824538534209e+00,-2.330414020448778434e+00,-2.796496824538534209e+00,-1.864331216359022880e+00,-2.796496824538534209e+00
-2.794746267649652616e+00,-1.863164178433101670e+00,-2.794746267649652616e+00,-2.328955223041377032e+00,-2.794746267649652616e+00,-1.863164178433101670e+00,-2.794746267649652616e+00
-2.792988213729126645e+00,-1.861992142486084356e+00,-2.792988213729126645e+00,-2.327490178107605612e+00,-2.792988213729126645e+00,-1.861992142486084356e+00,-2.792988213729126645e+00
-2.791222662776956742e+00,-1.860815108517971161e+00,-2.791222662776956742e+00,-2.326018885647463730e+00,-2.791222662776956742e+00,-1.860815108517971161e+00,-2.791222662776956742e+00
-2.789449614793142906e+00,-1.859633076528761864e+00,-2.789449614793142906e+00,-2.324541345660952274e+00,-2.789449614793142906e+00,-1.859633076528761864e+00,-2.789449614793142906e+00
-2.787669069777684694e+00,-1.858446046518456463e+00,-2.787669069777684694e+00,-2.323057558148070800e+00,-2.787669069777684694e+00,-1.858446046518456463e+00,-2.787669069777684694e+00
-2.785881027730582993e+00,-1.857254018487055180e+00,-2.785881027730582993e+00,-2.321567523108818865e+00,-2.785881027730582993e+00,-1.857254018487055180e+00,-2.785881027730582993e+00
-2.784085488651836915e+00,-1.856056992434557795e+00,-2.784085488651836915e+00,-2.320071240543197355e+00,-2.784085488651836915e+00,-1.856056992434557795e+00,-2.784085488651836915e+00
-2.782282452541446904e+00,-1.854854968360964529e+00,-2.782282452541446904e+00,-2.318568710451205828e+00,-2.782282452541446904e+00,-1.854854968360964529e+00,-2.782282452541446904e+00
-2.780471919399412961e+00,-1.853647946266275159e+00,-2.780471919399412961e+00,-2.317059932832843838e+00,-2.780471919399412961e+00,-1.853647946266275159e+00,-2.780471919399412961e+00
-2.778653889225734641e+00,-1.852435926150489687e+00,-2.778653889225734641e+00,-2.315544907688112275e+00,-2.778653889225734641e+00,-1.852435926150489687e+00,-2.778653889225734641e+00
-2.776828362020412388e+00,-1.851218908013608333e+00,-2.776828362020412388e+00,-2.314023635017010250e+00,-2.776828362020412388e+00,-1.851218908013608333e+00,-2.776828362020412388e+00
-2.774995337783446203e+00,-1.849996891855630876e+00,-2.774995337783446203e+00,-2.312496114819538651e+00,-2.774995337783446203e+00,-1.849996891855630876e+00,-2.774995337783446203e+00
-2.773154816514836085e+00,-1.848769877676557316e+00,-2.773154816514836085e+00,-2.310962347095696590e+00,-2.773154816514836085e+00,-1.848769877676557316e+00,-2.773154816514836085e+00
-2.771306798214582034e+00,-1.847537865476387875e+00,-2.771306798214582034e+00,-2.309422331845484955e+00,-2.771306798214582034e+00,-1.847537865476387875e+00,-2.771306798214582034e+00
