tau1,tau2,tau3,tau4,tau5,tau6,tau7
2.265739217763684,14.892746725075845,-0.4901086961176821,2.9456784322898724,0.15766409665910075,0.9361333927647346,0.003399233152284552
2.266770594707235,14.893781817562658,-0.4916595673560181,2.9441498059531637,0.15780926828178832,0.9360322010254425,0.003402412346089609
2.267821358801876,14.89483382498191,-0.4932416351846429,2.9425918270711238,0.15795734244020107,0.9359287589374432,0.0034056537888024103
2.268891467781628,14.895902568786104,-0.4948549619933261,2.941004525423766,0.15810832350548004,0.9358230500055255,0.0034089574843096685
2.269980879648297,14.89698786674444,-0.4964996114503897,2.93938793234752,0.1582622159358825,0.9357150573949905,0.0034123234377286937
2.271089551370883,14.898089533188111,-0.4981756483322461,2.9377420793546807,0.15841902423108492,0.9356047639573923,0.0034157516534693132
2.27221743968086,14.899207379265683,-0.49988313861155853,2.936066999273871,0.15857875295451013,0.9354921522462706,0.0034192421364640595
2.2733645001751666,14.900341211181829,-0.5016221493255997,2.9343627253975124,0.1587414066895003,0.9353772043855554,0.0034227948908409833
2.2745306894539246,14.901490833551867,-0.5033927489107589,2.9326292926735555,0.15890699014400855,0.935259902318144,0.0034264099227742997
2.2757159619431153,14.902656044945932,-0.5051950066824101,2.930866736319705,0.15907550798644876,0.9351402274776297,0.003430087236293699
2.276920272450573,14.90383664218551,-0.5070289932674145,2.9290750925400872,0.1592469649832555,0.9350181611075798,0.003433826836502997
2.2781435761823086,14.905032417576876,-0.5088947805615539,2.9272543991987923,0.1594213659723746,0.9348936840473305,0.003437628729749985
2.2793858262237983,14.906243159578365,-0.5107924413621966,2.9254046940972542,0.15959871576444978,0.9347667767969208,0.003441492920137861
2.2806469767594115,14.90746865330132,-0.5127220498387793,2.9235260171017083,0.15977901927171018,0.934637419538922,0.0034454194139080683
2.281926980972568,14.908708679891284,-0.5146836812332931,2.921618408400268,0.15996228142343671,0.9345055921016991,0.003449408216436534
2.283225791993091,14.909963017188039,-0.5166774119940758,2.919681909231855,0.160148507203218,0.9343712740054699,0.0034534593335334295
2.2845433620852456,14.911231438564593,-0.5187033195936039,2.9177165625889456,0.1603377015887323,0.9342344443767187,0.003457572770642389
2.285879644079463,14.912513714447337,-0.5207614828560502,2.9157224115063602,0.16052986965460878,0.9340950820583934,0.003461748534039044
2.2872345899702617,14.913809610787785,-0.5228519816066143,2.9136995012314237,0.1607250164582727,0.9339531654988775,0.0034659866297375727
2.2886081516841883,14.915118890032776,-0.5249748968984571,2.9116478770843717,0.16092314711334071,0.933808672823204,0.0034702870637755823
2.2900002810452937,14.916441311183288,-0.5271303109266372,2.909567586231213,0.16112426675807384,0.933661581837522,0.003474649842640191
2.2914109291454743,14.917776628789053,-0.5293183069375309,2.907458676989083,0.1613283805260376,0.9335118699547902,0.0034790749722897318
2.292840047750473,14.919124593870531,-0.531538969504099,2.905321198157452,0.16153549362851627,0.933359514258612,0.0034835624596048055
2.294287588036711,14.920484953978974,-0.5337923842245358,2.9031552007928587,0.16174561126119769,0.9332044915142771,0.003488112311358668
2.2957535005559264,14.921857452029553,-0.5360786377943254,2.9009607361101084,0.16195873862540008,0.9330467780790991,0.003492724533540185
2.297237737241557,14.923241828065445,-0.5383978182860447,2.8987378572790816,0.1621748810063114,0.9328863500275112,0.0034973991342223754
2.298740248055795,14.924637816867891,-0.5407500145732822,2.8964866187152727,0.1623940436004632,0.932723182984561,0.0035021361193319344
2.300260984566655,14.92604515134817,-0.5431353169974804,2.8942070755108107,0.1626162317184582,0.9325572523686299,0.0035069354967134517
2.3017998969551283,14.927463558183604,-0.5455538167549928,2.891899284736204,0.16284145058709443,0.9323885330701722,0.0035117972728943084
2.3033569370539686,14.928892762165539,-0.5480056064940814,2.8895633044618774,0.1630697055371801,0.9322169997710963,0.0035167214563947063
2.3049320548303145,14.930332482773165,-0.5504907796569273,2.887199194091047,0.16330100180020227,0.9320426266991586,0.0035217080535910423
2.306525201808037,14.931782436522225,-0.5530094310718762,2.8848070147594633,0.16353534468156325,0.9318653877903464,0.003526757072872404
2.308136329091349,14.933242335097082,-0.5555616566342985,2.8823868282838037,0.16377273946483023,0.9316852565555829,0.003531868521938416
2.3097653873311748,14.934711887218267,-0.5581475532457353,2.879938698610318,0.16401319139356446,0.9315022062245831,0.0035370424081478855
2.3114123288676365,14.936190796314413,-0.5607672192122906,2.8774626907568424,0.16425670577711224,0.9313162095543184,0.0035422787407117535
2.3130771042924674,14.937678763245998,-0.5634207536358966,2.874958871289815,0.16450328782435417,0.93112723905803,0.003547577526709358
2.3147596660693717,14.939175484105903,-0.5661082570295763,2.8724273082503933,0.16475294280725586,0.930935266815087,0.003552938775327104
2.3164599655396003,14.940680650876114,-0.5688298307901695,2.8698680711879905,0.1650056759115323,0.9307402645381506,0.0035583624942633683
2.3181779559730447,14.942193951715662,-0.5715855777277404,2.867281231184256,0.16526149238479587,0.9305422035780007,0.003563848693326347
2.319913589027112,14.943715071085348,-0.5743756014388819,2.864666860881008,0.16552039735708912,0.9303410549527906,0.0035693973801821776
2.321666818224622,14.945243688733731,-0.577200006901058,2.8620250344915696,0.1657823960022931,0.9301367892498946,0.0035750085644521788
2.3234375969172256,14.946779480674232,-0.5800589001154599,2.8593558278364366,0.16604749343799896,0.9299293767124571,0.003580682255256047
2.3252258783184394,14.948322119174582,-0.5829523881052111,2.856659318367347,0.16631569472208446,0.9297187872380599,0.0035864184612117572
2.3270316176128354,14.949871271749968,-0.5858805792692382,2.853935585180773,0.1665870049458476,0.9295049902886576,0.003592217192903472
2.3288547686785397,14.951426602156062,-0.588843582807712,2.8511847090553166,0.16686142907254525,0.9292879549855085,0.0035980784589420933
2.3306952867361646,14.952987770355193,-0.5918415091752068,2.8484067725435787,0.16713897206167025,0.9290676500909398,0.0036040022691017195
2.332553128410818,14.954554431516938,-0.5948744700932412,2.845601859566848,0.16741963886775757,0.9288440439306382,0.0036099886342185836
2.3344282489678916,14.956126237034281,-0.5979425780202215,2.842770056507699,0.16770343428602275,0.9286171044870639,0.003616037563181715
2.3363206066725875,14.957702834327728,-0.6010459469667429,2.8399114508211247,0.1679903631854612,0.9283867993591741,0.0036221490676557793
2.338230157693578,14.959283866586453,-0.6041846915454494,2.8370261321199606,0.1682804302313656,0.9281530957711672,0.0036283231562825604
2.340156861817651,14.960868972033657,-0.6073589279729374,2.834114191837214,0.16857364016310572,0.9279159604821369,0.003634559841340178
2.3421006776490767,14.962457786135715,-0.6105687732544298,2.831175722920838,0.16886999757129612,0.9276753599839349,0.0036408591328746364
2.3440615648507976,14.96404993886964,-0.6138143454970476,2.8282108208950913,0.16916950696636865,0.9274312602764743,0.0036472210416411245
2.3460394846216053,14.965645056964107,-0.6170957640633039,2.825219582562884,0.1694721728339197,0.9271836270374941,0.003653645579222203
2.348034398631241,14.967242762064958,-0.620413149330066,2.822202106655956,0.1697779995530009,0.926932425486654,0.0036601327568973703
2.350046268883002,14.968842672586604,-0.6237666226456877,2.8191584945066537,0.17008699138318728,0.9266776205278779,0.0036666825856397013
2.3520750599005824,14.9704444012576,-0.6271563067347822,2.8160888487902858,0.17039915257307353,0.9264191765473155,0.003673295078267446
2.3541207352530416,14.972047558653635,-0.6305823250869881,2.8129932742089463,0.17071448719388058,0.9261570577049937,0.0036799702454601304
2.356183261224389,14.973651748679096,-0.634044802514333,2.8098718781959118,0.1710329992709511,0.9258912275638815,0.003686708100294695
2.3582626038209225,14.975256573045616,-0.6375438647389923,2.8067247692066135,0.17135469269146256,0.9256216494527301,0.003693508654078348
2.3603587318325165,14.97686162775645,-0.6410796387886939,2.8035520589100007,0.17167957128436723,0.925348286174935,0.003700371920636712
2.3624716133226102,14.978466505523313,-0.6446522524942531,2.800353859976279,0.17200763869883007,0.9250711002162568,0.0037072979113537837
2.364601219087234,14.980070793984028,-0.6482618349689466,2.797130288347859,0.17233889851283543,0.9247900535843654,0.003714286639970198
2.3667475206853608,14.98167407679307,-0.6519085163622829,2.793881461017973,0.17267335417894375,0.9245051079051901,0.003721338119450924
2.3689104905507774,14.983275933633209,-0.6555924277712424,2.790607498314554,0.17301100897964233,0.9242162244207168,0.0037284523627943065
2.371090103375603,14.984875939184164,-0.6593137015555317,2.787308521736434,0.17335186612244707,0.9239233639015737,0.003735629383915452
2.373286334702063,14.986473664134172,-0.6630724710142729,2.7839846557501238,0.17369592863614813,0.923626486731264,0.003742869196483655
2.3754991616910983,14.988068675155912,-0.6668688705406116,2.780636027110549,0.17404319941409288,0.9233255528988842,0.0037501718145543897
2.377728563211076,14.989660533800723,-0.6707030356432054,2.7772627641814003,0.1743936812168001,0.9230205219129999,0.003757537252378554
2.379974519114706,14.991248798264342,-0.6745751027527009,2.7738649987318835,0.17474737660619988,0.9227113529393608,0.0037649655240668115
2.3822370117842597,14.992833020935118,-0.6784852095431773,2.7704428638418217,0.17510428803758826,0.9223980046032003,0.0037724566446685126
2.384516024688711,14.994412751928357,-0.6824334946317994,2.7669964957706332,0.17546441776931965,0.92208043526708,0.0037800106290047653
2.3868115432318846,14.995987534565273,-0.6864200977102521,2.763526032781978,0.17582776788769322,0.9217586026780381,0.0037876274922065195
2.3891235547239082,14.997556909758387,-0.6904451595475846,2.760031616020972,0.1761943403111779,0.921432464302361,0.0037953072499151835
2.3914520478123524,14.999120413276628,-0.6945088218917034,2.7565133884129436,0.17656413675722316,0.9211019771188234,0.0038030499171471206
2.39379701388777,15.000677575818589,-0.698611227642665,2.7529714961034113,0.17693715877395416,0.9207670976127278,0.0038108555103899214
2.3961584458941494,15.002227925013987,-0.7027525207049696,2.749406087427211,0.17731340770907125,0.9204277819364239,0.00381872404575863
2.398536338400826,15.003770983330568,-0.7069328459402687,2.745817313363032,0.17769288468048983,0.9200839857464376,0.0038266555391516257
2.400930688773659,15.005306268705825,-0.7111523493718467,2.7422053274888465,0.1780755906302324,0.9197356642427774,0.0038346500075646084
2.4033414968136824,15.006833294992525,-0.7154111781175834,2.7385702859395913,0.17846152630214207,0.9193827722038088,0.0038427074685659724
2.4057687625727624,15.008351571452206,-0.7197094799672064,2.7349123478668123,0.178850692113298,0.919025263959735,0.003850827937750032
2.408212491198169,15.009860603317868,-0.7240474042748382,2.731231674393383,0.17924308840693126,0.9186630934030067,0.003859011434113795
2.41067268820957,15.01135989067099,-0.7284251010367429,2.7275284300717617,0.17963871517422123,0.9182962139303575,0.0038672579748051886
2.4131493618113806,15.012848930056805,-0.7328427213549267,2.723802781841317,0.18003757219167307,0.9179245785503853,0.0038755675774592457
2.4156425233895336,15.014327212811736,-0.7373004174663038,2.720054899486257,0.18043965901341502,0.9175481397497833,0.0038839402608655373
2.418152186442016,15.015794226194018,-0.7417983425611411,2.716284955592414,0.18084497491905588,0.9171668495851593,0.003892376043586448
2.4206783666413703,15.01724945338535,-0.7463366507770569,2.71249312564628,0.1812535189049365,0.91678065968066,0.0039008749439804584
2.423221083194082,15.01869237246999,-0.7509154974255534,2.7086795876408503,0.18166528974090654,0.9163895211389839,0.003909436981605785
2.4257803574561994,15.020122457449917,-0.7555350387039345,2.7048445231654137,0.1820802858770915,0.9159933846252146,0.003918062175858306
2.4283562137487547,15.02153917825281,-0.7601954318863318,2.700988116015473,0.18249850550382798,0.9155922003611044,0.003926750546367535
2.4309486794114665,15.022941999608014,-0.7648968352525584,2.697110553290777,0.18291994651097326,0.9151859180353742,0.003935502113358198
2.4335577841568674,15.024330382739516,-0.7696394080068256,2.6932120249904674,0.18334460646838568,0.9147744869357257,0.003944316896642102
2.436183561571305,15.025703783664161,-0.774423310490844,2.6892927241907545,0.18377248267050544,0.9143578558058076,0.003953194917390612
2.438826047775452,15.027061654352835,-0.779248703971396,2.685352846644467,0.18420357207899166,0.9139359729412553,0.003962136196285745
2.4414852821676143,15.02840344269439,-0.7841157507084094,2.6813925918706065,0.18463787132284581,0.9135087861780402,0.003971140754717505
2.444161307559475,15.029728591530926,-0.7890246140076532,2.6774121617730344,0.1850753767174033,0.9130762428167867,0.003980208614343188
2.4468541694931703,15.031036539660164,-0.7939754580527852,2.673411761797555,0.18551608420188415,0.9126382897002244,0.003989339796592868
2.4495639177546593,15.032326721823015,-0.7989684481925072,2.6693916001046647,0.1859599894199554,0.9121948731997658,0.003998534324092053
2.4522906051629576,15.03359856771479,-0.8040037506428452,2.665351888745744,0.18640708761436547,0.9117459391444215,0.00400779221953308
2.4550342875297124,15.034851503038318,-0.8090815325423085,2.661292842334821,0.18685737365283905,0.9112914329002378,0.004017113505035761
2.457795025838635,15.03608494943198,-0.8142019622888653,2.657214678708535,0.18731084210532872,0.9108312993454758,0.004026498204920598
2.4605728827900317,15.03729832345256,-0.8193652088675352,2.6531176196146706,0.18776748704076662,0.9103654828139791,0.0040359463416883646
2.4633679265685764,15.0384910381847,-0.8245714425832796,2.6490018894348073,0.18822730223988787,0.9098939271892714,0.00404545793999234
2.46618022782079,15.039662501657713,-0.8298208344524759,2.644867715877283,0.18869028100787244,0.909416575801721,0.004055033023134556
2.4690098628127473,15.040812117847485,-0.8351135567292214,2.6407153306952735,0.18915641630459928,0.9089333714777745,0.004064671617052269
2.4718569098811254,15.041939286875175,-0.8404497823459588,2.6365449679471364,0.1896257006053071,0.9084442565799404,0.004074373745260229
2.4747214530141277,15.04304340381669,-0.8458296854032629,2.6323568662301104,0.19009812599526985,0.9079491728835642,0.004084139433915743
2.4776035798574263,15.04412385987595,-0.8512534409222058,2.6281512664978597,0.19057368412431513,0.907448061680234,0.004093968708468269
2.4805033817441493,15.045180042338862,-0.8567212247523993,2.623928413863834,0.19105236615074184,0.9069408637681423,0.004103861594274802
2.483420955955681,15.046211333527424,-0.8622332139592712,2.619688556926179,0.1915341628434551,0.9064275193528575,0.004113818118960128
2.486356402398632,15.047217111980844,-0.8677895862777545,2.6154319470785814,0.19201906443707223,0.9059079681593056,0.004123838308016659
2.4893098263413838,15.048196752304658,-0.873390520493139,2.611158840307592,0.19250706070299162,0.9053821493934671,0.0041339221887008995
2.4922813385919524,15.049149624152241,-0.8790361965236155,2.606869495102036,0.1929981409873039,0.9048500016625263,0.004144069789312517
2.495271052652389,15.0500750939655,-0.8847267948619073,2.6025641742399377,0.193492294031479,0.9043114631223159,0.004154281136336459
2.4982790891405777,15.050972523174169,-0.8904624973227295,2.5982431441186717,0.19398950816985672,0.9037664713036349,0.004164556259411798
2.501305571598943,15.051841269653428,-0.89624348634793,2.593906674131597,0.19448977114462412,0.9032149632518027,0.004174895185890207
2.5043506294136617,15.052680686897386,-0.902069945420541,2.5895550380504844,0.19499307018746004,0.9026568754352144,0.004185297944797068
2.507414397932939,15.05349012465888,-0.9079420591304168,2.5851885129020573,0.19549939204515265,0.9020921437902103,0.004195764566411792
2.5104970158317292,15.054268928592679,-0.9138600126446335,2.580807379862808,0.19600872281284154,0.901520703708638,0.00420629507930083
2.5135986286842087,15.055016439522598,-0.919823992345894,2.576411923148925,0.19652104811120302,0.9009424899516529,0.004216889514075898
2.5167193866874067,15.055731995636107,-0.9258341854032961,2.5720024314322396,0.19703635294612598,0.9003574368271045,0.004227547901089857
2.519859445836687,15.056414930380303,-0.9318907799523947,2.5675791968330666,0.19755462175614014,0.8997654780175162,0.004238270271316935
2.5230189671383814,15.05706457318402,-0.9379939649342368,2.5631425153628657,0.19807583835450282,0.8991665466355788,0.004249056655449076
2.526198118136393,15.057680249888053,-0.9441439303590818,2.558692686793256,0.1985999859934272,0.8985605752398892,0.0042599070855710705
2.5293970715810077,15.05826128224708,-0.9503408670190292,2.5542300151229194,0.1991270472676287,0.8979474958019552,0.004270821593600035
2.532616006406238,15.05880698855847,-0.9565849667009523,2.5497548075172785,0.19965700417949553,0.897327239742613,0.004281800211907778
2.5358551069422326,15.059316683195764,-0.9628764219508333,2.5452673757704876,0.20018983804116453,0.8966997378953527,0.004292842972828811
2.53911456450103,15.059789675959873,-0.9692154263585969,2.5407680352710034,0.20072552955492806,0.8960649204407571,0.004303949910021986
2.542394575981211,15.060225274318046,-0.9756021743325146,2.536257105407908,0.20126405874144604,0.8954227170810637,0.004315121056820346
2.545695344741267,15.060622781367062,-0.9820368611770245,2.531734909565462,0.20180540494442614,0.8947730568733547,0.004326356447140115
2.5490170807071975,15.06098149586937,-0.9885196830883358,2.527201775147666,0.20234954681820363,0.8941158682257188,0.004337656115481785
2.5523599997065585,15.061300714377976,-0.9950508370711415,2.5226580336246585,0.20289646229911487,0.893451079057465,0.004349020096014181
2.555724325080911,15.061579729072719,-1.001630521155181,2.5181040201731615,0.2034461286527826,0.892778616616936,0.0043604484242297835
2.559110286310102,15.06181782848033,-1.008258934102963,2.5135400747581715,0.2039985223680349,0.8920984075393728,0.0043719411355893955
2.562518120011287,15.062014298037683,-1.0149362756400684,2.508966540710989,0.2045536192327194,0.89141037787752,0.004383498265994772
2.565948069169549,15.06216841953444,-1.0216627462322045,2.5043837658384356,0.2051113942422129,0.8907144530577358,0.004395119851172562
2.569400384690691,15.062279471688885,-1.0284385473688156,2.4997921019966824,0.20567182167238046,0.8900105579047095,0.004406805928246561
2.5728753240762523,15.062346729804078,-1.0352638812892674,2.49519190526896,0.20623487499052445,0.8892986166198548,0.0044185565340457734
2.5763731524324105,15.062369465118598,-1.042138951132838,2.490583535573987,0.20680052688906175,0.8885785527179496,0.004430371706009499
2.579894141486609,15.062346947007747,-1.0490639607622319,2.4859673577011567,0.20736874921325668,0.8878502891927311,0.0044422514813059095
2.5834385721097086,15.062278440960684,-1.0560391151798691,2.4813437399496374,0.20793951307966432,0.8871137483384222,0.004454195899153606
2.587006730925686,15.062163208732407,-1.0630646198615703,2.4767130553008263,0.20851278866536027,0.8863688517812588,0.004466204997033277
2.5905989131450107,15.062000510392014,-1.0701406813302354,2.4720756805123543,0.20908854537026295,0.8856155206038314,0.00447827881362036
2.5942154227188445,15.061789602092736,-1.077267507034554,2.4674319973451406,0.2096667517438755,0.8848536751660392,0.004490417389342823
2.597856569561584,15.061529737109257,-1.0844453049290477,2.4627823912050233,0.21024737538901397,0.8840832352028631,0.004502620762228017
2.6015226741480197,15.061220166042938,-1.0916742842302702,2.4581272517836297,0.21083038313889485,0.8833041197905853,0.004514888973661984
2.605214062251399,15.06086013655966,-1.098954654429099,2.4534669738176036,0.21141574076629127,0.88251624736433,0.004527222062119856
2.608931071053136,15.06044889384145,-1.1062866264259037,2.4488019552857176,0.21200341330833838,0.8817195356936947,0.004539620069690352
2.6126740441336196,15.05998568028936,-1.1136704115193437,2.4441325996691403,0.21259336474005275,0.8809139018924035,0.004552083036787335
2.6164433339912905,15.059469734976158,-1.1211062219002395,2.4394593136919034,0.2131855581358376,0.8800992623514745,0.00456461100404489
2.6202393026384643,15.058900295654784,-1.128594270697361,2.434782509559176,0.2137799556281328,0.8792755328715984,0.004577204013925423
2.6240623196413106,15.058276597111814,-1.1361347716494812,2.4301026027448076,0.21437651834819937,0.8784426285536542,0.004589862107120611
2.6279127652678813,15.057597870812712,-1.1437279395129805,2.425420014302518,0.21497520647268148,0.8776004637301651,0.004602585327302221
2.631791026645338,15.056863347553897,-1.1513739895576365,2.420735168512254,0.21557597913108345,0.876748952195618,0.004615373715183638
2.6356975025897316,15.056072254794485,-1.159073138184592,2.416048495263929,0.2161787944999692,0.8758880069482469,0.004628227315354416
2.6396325983367475,15.055223818028242,-1.1668256021267516,2.411360427751491,0.21678360962960294,0.875017540337587,0.004641146168577794
2.643596731621284,15.054317260568695,-1.1746315993725476,2.4066714047688293,0.21739038062465796,0.8741374639779803,0.0046541303201618305
2.647590327711477,15.053351804332351,-1.182491348395975,2.4019818684903074,0.21799906247638393,0.873247688849007,0.004667179812653075
2.6516138218800953,15.05232666851692,-1.1904050684265273,2.3972922663894067,0.2186096090757004,0.8723481251600587,0.004680294689580211
2.6556676601067357,15.051241070942142,-1.198372979645433,2.39260304998374,0.21922197328069248,0.8714386824372631,0.004693474995575173
2.6597522970098866,15.050094227497759,-1.2063953027360927,2.387914675735099,0.2198361067631702,0.870519269490077,0.00470672077406418
2.6638681990634927,15.04888535273053,-1.2144722594866997,2.3832276038844546,0.22045196018003405,0.8695897944175208,0.004720032070512114
2.6680158408969654,15.047613659461536,-1.2226040720372373,2.3785422999233137,0.22106948292725154,0.8686501646015252,0.004733408928373115
2.672195709124424,15.046278358747696,-1.2307909635634826,2.3738592334515136,0.22168862333067418,0.8677002866600587,0.004746851393088842
2.676408300086886,15.044878660631122,-1.2390331578450189,2.369178879025631,0.22230932850011192,0.8667400665124293,0.004760359509539184
2.680654121050857,15.043413773717655,-1.2473308794749585,2.3645017150372274,0.22293154439499643,0.8657694093286024,0.004773933322792755
2.684933689408976,15.041882905872727,-1.2556843536555344,2.3598282251313742,0.22355521572428583,0.864788219574895,0.004787572877630077
2.689247534350577,15.040285263051713,-1.2640938064544165,2.355158897187102,0.2241802860203811,0.8637964009023082,0.0048012782199124485
2.693596195448504,15.038620051226355,-1.2725594645885625,2.35049422368032,0.22480669756278193,0.8627938562920493,0.0048150493948557575
2.697980223742402,15.036886474669881,-1.2810815555105983,2.3458347016924814,0.225434391382302,0.8617804879062425,0.004828886448159096
2.702400180937242,15.035083737430288,-1.2896603072994852,2.341180832859111,0.22606330722144286,0.8607561971944456,0.0048427894248229434
2.70685664104421,15.033211042617046,-1.2982959488816888,2.3365331234059328,0.2266933835747579,0.8597208848128601,0.0048567583709976615
2.7113501890112754,15.031267593222557,-1.306988709795957,2.331892084124256,0.22732455761438938,0.858674450687589,0.004870793332099923
