q1,q2,q3,q4,q5,q6
2.239657416351351626e-01,-7.465524721171172551e-02,2.239657416351351626e-01,2.239657416351351626e-01,2.239657416351351626e-01,2.239657416351351626e-01
2.298208082489732462e-01,-7.660693608299107282e-02,2.298208082489732462e-01,2.298208082489732462e-01,2.298208082489732462e-01,2.298208082489732462e-01
2.357514241094415264e-01,-7.858380803648050417e-02,2.357514241094415264e-01,2.357514241094415264e-01,2.357514241094415264e-01,2.357514241094415264e-01
2.417575892165399198e-01,-8.058586307217996403e-02,2.417575892165399198e-01,2.417575892165399198e-01,2.417575892165399198e-01,2.417575892165399198e-01
2.478393035702685654e-01,-8.261310119008952180e-02,2.478393035702685654e-01,2.478393035702685654e-01,2.478393035702685654e-01,2.478393035702685654e-01
2.539965671706273520e-01,-8.466552239020910808e-02,2.539965671706273520e-01,2.539965671706273520e-01,2.539965671706273520e-01,2.539965671706273520e-01
2.602293800176162519e-01,-8.674312667253875064e-02,2.602293800176162519e-01,2.602293800176162519e-01,2.602293800176162519e-01,2.602293800176162519e-01
2.665164938856205978e-01,-8.883883129520686595e-02,2.665164938856205978e-01,2.665164938856205978e-01,2.665164938856205978e-01,2.665164938856205978e-01
2.728059686675821660e-01,-9.093532288919403683e-02,2.728059686675821660e-01,2.728059686675821660e-01,2.728059686675821660e-01,2.728059686675821660e-01
2.790954434495437342e-01,-9.303181448318122160e-02,2.790954434495437342e-01,2.790954434495437342e-01,2.790954434495437342e-01,2.790954434495437342e-01
2.853849182315052468e-01,-9.512830607716840636e-02,2.853849182315052468e-01,2.853849182315052468e-01,2.853849182315052468e-01,2.853849182315052468e-01
2.916743930134668150e-01,-9.722479767115559113e-02,2.916743930134668150e-01,2.916743930134668150e-01,2.916743930134668150e-01,2.916743930134668150e-01
2.979638677954283277e-01,-9.932128926514277589e-02,2.979638677954283277e-01,2.979638677954283277e-01,2.979638677954283277e-01,2.979638677954283277e-01
3.042533425773898959e-01,-1.014177808591299468e-01,3.042533425773898959e-01,3.042533425773898959e-01,3.042533425773898959e-01,3.042533425773898959e-01
3.105428173593514640e-01,-1.035142724531171315e-01,3.105428173593514640e-01,3.105428173593514640e-01,3.105428173593514640e-01,3.105428173593514640e-01
3.168322921413129767e-01,-1.056107640471043163e-01,3.168322921413129767e-01,3.168322921413129767e-01,3.168322921413129767e-01,3.168322921413129767e-01
3.231217669232745449e-01,-1.077072556410915011e-01,3.231217669232745449e-01,3.231217669232745449e-01,3.231217669232745449e-01,3.231217669232745449e-01
3.294112417052360575e-01,-1.098037472350786858e-01,3.294112417052360575e-01,3.294112417052360575e-01,3.294112417052360575e-01,3.294112417052360575e-01
3.357007164871976257e-01,-1.119002388290658567e-01,3.357007164871976257e-01,3.357007164871976257e-01,3.357007164871976257e-01,3.357007164871976257e-01
3.419901912691591939e-01,-1.139967304230530415e-01,3.419901912691591939e-01,3.419901912691591939e-01,3.419901912691591939e-01,3.419901912691591939e-01
3.482796660511207065e-01,-1.160932220170402263e-01,3.482796660511207065e-01,3.482796660511207065e-01,3.482796660511207065e-01,3.482796660511207065e-01
3.545691408330822747e-01,-1.181897136110273971e-01,3.545691408330822747e-01,3.545691408330822747e-01,3.545691408330822747e-01,3.545691408330822747e-01
3.608586156150437874e-01,-1.202862052050145958e-01,3.608586156150437874e-01,3.608586156150437874e-01,3.608586156150437874e-01,3.608586156150437874e-01
3.671480903970054110e-01,-1.223826967990017944e-01,3.671480903970054110e-01,3.671480903970054110e-01,3.671480903970054110e-01,3.671480903970054110e-01
3.734375651789669792e-01,-1.244791883929889653e-01,3.734375651789669792e-01,3.734375651789669792e-01,3.734375651789669792e-01,3.734375651789669792e-01
3.797270399609284919e-01,-1.265756799869761640e-01,3.797270399609284919e-01,3.797270399609284919e-01,3.797270399609284919e-01,3.797270399609284919e-01
3.860165147428900601e-01,-1.286721715809633348e-01,3.860165147428900601e-01,3.860165147428900601e-01,3.860165147428900601e-01,3.860165147428900601e-01
3.923059895248516282e-01,-1.307686631749505057e-01,3.923059895248516282e-01,3.923059895248516282e-01,3.923059895248516282e-01,3.923059895248516282e-01
3.985954643068131409e-01,-1.328651547689377044e-01,3.985954643068131409e-01,3.985954643068131409e-01,3.985954643068131409e-01,3.985954643068131409e-01
4.048849390887746535e-01,-1.349616463629248753e-01,4.048849390887746535e-01,4.048849390887746535e-01,4.048849390887746535e-01,4.048849390887746535e-01
4.111744138707362772e-01,-1.370581379569120739e-01,4.111744138707362772e-01,4.111744138707362772e-01,4.111744138707362772e-01,4.111744138707362772e-01
4.174638886526977899e-01,-1.391546295508992448e-01,4.174638886526977899e-01,4.174638886526977899e-01,4.174638886526977899e-01,4.174638886526977899e-01
4.237533634346593026e-01,-1.412511211448864157e-01,4.237533634346593026e-01,4.237533634346593026e-01,4.237533634346593026e-01,4.237533634346593026e-01
4.300428382166208707e-01,-1.433476127388736143e-01,4.300428382166208707e-01,4.300428382166208707e-01,4.300428382166208707e-01,4.300428382166208707e-01
4.363323129985824389e-01,-1.454441043328607852e-01,4.363323129985824389e-01,4.363323129985824389e-01,4.363323129985824389e-01,4.363323129985824389e-01
4.426217877805439516e-01,-1.475405959268479839e-01,4.426217877805439516e-01,4.426217877805439516e-01,4.426217877805439516e-01,4.426217877805439516e-01
4.489112625625055197e-01,-1.496370875208351547e-01,4.489112625625055197e-01,4.489112625625055197e-01,4.489112625625055197e-01,4.489112625625055197e-01
4.552007373444670879e-01,-1.517335791148223256e-01,4.552007373444670879e-01,4.552007373444670879e-01,4.552007373444670879e-01,4.552007373444670879e-01
4.614902121264286006e-01,-1.538300707088095243e-01,4.614902121264286006e-01,4.614902121264286006e-01,4.614902121264286006e-01,4.614902121264286006e-01
4.677796869083901132e-01,-1.559265623027966952e-01,4.677796869083901132e-01,4.677796869083901132e-01,4.677796869083901132e-01,4.677796869083901132e-01
4.740691616903516814e-01,-1.580230538967838938e-01,4.740691616903516814e-01,4.740691616903516814e-01,4.740691616903516814e-01,4.740691616903516814e-01
4.803586364723132496e-01,-1.601195454907710647e-01,4.803586364723132496e-01,4.803586364723132496e-01,4.803586364723132496e-01,4.803586364723132496e-01
4.866481112542747622e-01,-1.622160370847582356e-01,4.866481112542747622e-01,4.866481112542747622e-01,4.866481112542747622e-01,4.866481112542747622e-01
4.929375860362363304e-01,-1.643125286787454065e-01,4.929375860362363304e-01,4.929375860362363304e-01,4.929375860362363304e-01,4.929375860362363304e-01
4.992270608181978986e-01,-1.664090202727326051e-01,4.992270608181978986e-01,4.992270608181978986e-01,4.992270608181978986e-01,4.992270608181978986e-01
5.055165356001594112e-01,-1.685055118667198037e-01,5.055165356001594112e-01,5.055165356001594112e-01,5.055165356001594112e-01,5.055165356001594112e-01
5.118060103821209239e-01,-1.706020034607069746e-01,5.118060103821209239e-01,5.118060103821209239e-01,5.118060103821209239e-01,5.118060103821209239e-01
5.180954851640824366e-01,-1.726984950546941455e-01,5.180954851640824366e-01,5.180954851640824366e-01,5.180954851640824366e-01,5.180954851640824366e-01
5.243849599460440603e-01,-1.747949866486813164e-01,5.243849599460440603e-01,5.243849599460440603e-01,5.243849599460440603e-01,5.243849599460440603e-01
5.306744347280056839e-01,-1.768914782426685151e-01,5.306744347280056839e-01,5.306744347280056839e-01,5.306744347280056839e-01,5.306744347280056839e-01
5.369639095099671966e-01,-1.789879698366557137e-01,5.369639095099671966e-01,5.369639095099671966e-01,5.369639095099671966e-01,5.369639095099671966e-01
5.432533842919287093e-01,-1.810844614306428846e-01,5.432533842919287093e-01,5.432533842919287093e-01,5.432533842919287093e-01,5.432533842919287093e-01
5.495428590738902219e-01,-1.831809530246300555e-01,5.495428590738902219e-01,5.495428590738902219e-01,5.495428590738902219e-01,5.495428590738902219e-01
5.558323338558517346e-01,-1.852774446186172264e-01,5.558323338558517346e-01,5.558323338558517346e-01,5.558323338558517346e-01,5.558323338558517346e-01
5.621218086378133583e-01,-1.873739362126044250e-01,5.621218086378133583e-01,5.621218086378133583e-01,5.621218086378133583e-01,5.621218086378133583e-01
5.684112834197748709e-01,-1.894704278065916236e-01,5.684112834197748709e-01,5.684112834197748709e-01,5.684112834197748709e-01,5.684112834197748709e-01
5.747007582017364946e-01,-1.915669194005787945e-01,5.747007582017364946e-01,5.747007582017364946e-01,5.747007582017364946e-01,5.747007582017364946e-01
5.809902329836980073e-01,-1.936634109945659654e-01,5.809902329836980073e-01,5.809902329836980073e-01,5.809902329836980073e-01,5.809902329836980073e-01
5.872797077656595199e-01,-1.957599025885531363e-01,5.872797077656595199e-01,5.872797077656595199e-01,5.872797077656595199e-01,5.872797077656595199e-01
5.935691825476210326e-01,-1.978563941825403349e-01,5.935691825476210326e-01,5.935691825476210326e-01,5.935691825476210326e-01,5.935691825476210326e-01
5.998586573295825453e-01,-1.999528857765275336e-01,5.998586573295825453e-01,5.998586573295825453e-01,5.998586573295825453e-01,5.998586573295825453e-01
6.061481321115441689e-01,-2.020493773705147045e-01,6.061481321115441689e-01,6.061481321115441689e-01,6.061481321115441689e-01,6.061481321115441689e-01
6.124376068935056816e-01,-2.041458689645018754e-01,6.124376068935056816e-01,6.124376068935056816e-01,6.124376068935056816e-01,6.124376068935056816e-01
6.187270816754673053e-01,-2.062423605584890463e-01,6.187270816754673053e-01,6.187270816754673053e-01,6.187270816754673053e-01,6.187270816754673053e-01
6.250165564574288180e-01,-2.083388521524762449e-01,6.250165564574288180e-01,6.250165564574288180e-01,6.250165564574288180e-01,6.250165564574288180e-01
6.313060312393903306e-01,-2.104353437464634435e-01,6.313060312393903306e-01,6.313060312393903306e-01,6.313060312393903306e-01,6.313060312393903306e-01
6.375955060213518433e-01,-2.125318353404506144e-01,6.375955060213518433e-01,6.375955060213518433e-01,6.375955060213518433e-01,6.375955060213518433e-01
6.438849808033133559e-01,-2.146283269344377853e-01,6.438849808033133559e-01,6.438849808033133559e-01,6.438849808033133559e-01,6.438849808033133559e-01
6.501744555852749796e-01,-2.167248185284249562e-01,6.501744555852749796e-01,6.501744555852749796e-01,6.501744555852749796e-01,6.501744555852749796e-01
6.564639303672364923e-01,-2.188213101224121271e-01,6.564639303672364923e-01,6.564639303672364923e-01,6.564639303672364923e-01,6.564639303672364923e-01
6.627534051491981160e-01,-2.209178017163993535e-01,6.627534051491981160e-01,6.627534051491981160e-01,6.627534051491981160e-01,6.627534051491981160e-01
6.690428799311596286e-01,-2.230142933103865244e-01,6.690428799311596286e-01,6.690428799311596286e-01,6.690428799311596286e-01,6.690428799311596286e-01
6.753323547131211413e-01,-2.251107849043736953e-01,6.753323547131211413e-01,6.753323547131211413e-01,6.753323547131211413e-01,6.753323547131211413e-01
6.816218294950826539e-01,-2.272072764983608661e-01,6.816218294950826539e-01,6.816218294950826539e-01,6.816218294950826539e-01,6.816218294950826539e-01
6.879113042770441666e-01,-2.293037680923480370e-01,6.879113042770441666e-01,6.879113042770441666e-01,6.879113042770441666e-01,6.879113042770441666e-01
6.942007790590057903e-01,-2.314002596863352634e-01,6.942007790590057903e-01,6.942007790590057903e-01,6.942007790590057903e-01,6.942007790590057903e-01
7.004902538409674140e-01,-2.334967512803224343e-01,7.004902538409674140e-01,7.004902538409674140e-01,7.004902538409674140e-01,7.004902538409674140e-01
7.067797286229289266e-01,-2.355932428743096052e-01,7.067797286229289266e-01,7.067797286229289266e-01,7.067797286229289266e-01,7.067797286229289266e-01
7.130692034048904393e-01,-2.376897344682967761e-01,7.130692034048904393e-01,7.130692034048904393e-01,7.130692034048904393e-01,7.130692034048904393e-01
7.193586781868519520e-01,-2.397862260622839470e-01,7.193586781868519520e-01,7.193586781868519520e-01,7.193586781868519520e-01,7.193586781868519520e-01
7.256481529688134646e-01,-2.418827176562711734e-01,7.256481529688134646e-01,7.256481529688134646e-01,7.256481529688134646e-01,7.256481529688134646e-01
7.319376277507750883e-01,-2.439792092502583443e-01,7.319376277507750883e-01,7.319376277507750883e-01,7.319376277507750883e-01,7.319376277507750883e-01
7.382271025327366010e-01,-2.460757008442455152e-01,7.382271025327366010e-01,7.382271025327366010e-01,7.382271025327366010e-01,7.382271025327366010e-01
7.445165773146982247e-01,-2.481721924382326860e-01,7.445165773146982247e-01,7.445165773146982247e-01,7.445165773146982247e-01,7.445165773146982247e-01
7.508060520966598483e-01,-2.502686840322199124e-01,7.508060520966598483e-01,7.508060520966598483e-01,7.508060520966598483e-01,7.508060520966598483e-01
7.570955268786213610e-01,-2.523651756262070833e-01,7.570955268786213610e-01,7.570955268786213610e-01,7.570955268786213610e-01,7.570955268786213610e-01
7.633850016605829847e-01,-2.544616672201943097e-01,7.633850016605829847e-01,7.633850016605829847e-01,7.633850016605829847e-01,7.633850016605829847e-01
7.696744764425444973e-01,-2.565581588141814806e-01,7.696744764425444973e-01,7.696744764425444973e-01,7.696744764425444973e-01,7.696744764425444973e-01
7.759639512245060100e-01,-2.586546504081686515e-01,7.759639512245060100e-01,7.759639512245060100e-01,7.759639512245060100e-01,7.759639512245060100e-01
7.822534260064675227e-01,-2.607511420021558224e-01,7.822534260064675227e-01,7.822534260064675227e-01,7.822534260064675227e-01,7.822534260064675227e-01
7.885429007884291464e-01,-2.628476335961429933e-01,7.885429007884291464e-01,7.885429007884291464e-01,7.885429007884291464e-01,7.885429007884291464e-01
7.948323755703906590e-01,-2.649441251901302197e-01,7.948323755703906590e-01,7.948323755703906590e-01,7.948323755703906590e-01,7.948323755703906590e-01
8.011218503523521717e-01,-2.670406167841173906e-01,8.011218503523521717e-01,8.011218503523521717e-01,8.011218503523521717e-01,8.011218503523521717e-01
8.074113251343137954e-01,-2.691371083781045614e-01,8.074113251343137954e-01,8.074113251343137954e-01,8.074113251343137954e-01,8.074113251343137954e-01
8.137007999162753080e-01,-2.712335999720917323e-01,8.137007999162753080e-01,8.137007999162753080e-01,8.137007999162753080e-01,8.137007999162753080e-01
8.199902746982368207e-01,-2.733300915660789032e-01,8.199902746982368207e-01,8.199902746982368207e-01,8.199902746982368207e-01,8.199902746982368207e-01
8.262797494801983333e-01,-2.754265831600661296e-01,8.262797494801983333e-01,8.262797494801983333e-01,8.262797494801983333e-01,8.262797494801983333e-01
8.325692242621599570e-01,-2.775230747540533005e-01,8.325692242621599570e-01,8.325692242621599570e-01,8.325692242621599570e-01,8.325692242621599570e-01
8.388586990441214697e-01,-2.796195663480404714e-01,8.388586990441214697e-01,8.388586990441214697e-01,8.388586990441214697e-01,8.388586990441214697e-01
8.451481738260829824e-01,-2.817160579420276423e-01,8.451481738260829824e-01,8.451481738260829824e-01,8.451481738260829824e-01,8.451481738260829824e-01
8.514376486080446060e-01,-2.838125495360148132e-01,8.514376486080446060e-01,8.514376486080446060e-01,8.514376486080446060e-01,8.514376486080446060e-01
8.577271233900061187e-01,-2.859090411300020396e-01,8.577271233900061187e-01,8.577271233900061187e-01,8.577271233900061187e-01,8.577271233900061187e-01
8.640165981719676314e-01,-2.880055327239892105e-01,8.640165981719676314e-01,8.640165981719676314e-01,8.640165981719676314e-01,8.640165981719676314e-01
8.703060729539292550e-01,-2.901020243179763813e-01,8.703060729539292550e-01,8.703060729539292550e-01,8.703060729539292550e-01,8.703060729539292550e-01
8.765955477358907677e-01,-2.921985159119635522e-01,8.765955477358907677e-01,8.765955477358907677e-01,8.765955477358907677e-01,8.765955477358907677e-01
8.828850225178522804e-01,-2.942950075059507231e-01,8.828850225178522804e-01,8.828850225178522804e-01,8.828850225178522804e-01,8.828850225178522804e-01
8.891744972998137930e-01,-2.963914990999379495e-01,8.891744972998137930e-01,8.891744972998137930e-01,8.891744972998137930e-01,8.891744972998137930e-01
8.954639720817754167e-01,-2.984879906939251204e-01,8.954639720817754167e-01,8.954639720817754167e-01,8.954639720817754167e-01,8.954639720817754167e-01
9.017534468637370404e-01,-3.005844822879122913e-01,9.017534468637370404e-01,9.017534468637370404e-01,9.017534468637370404e-01,9.017534468637370404e-01
9.080429216456985531e-01,-3.026809738818995177e-01,9.080429216456985531e-01,9.080429216456985531e-01,9.080429216456985531e-01,9.080429216456985531e-01
9.143323964276600657e-01,-3.047774654758866886e-01,9.143323964276600657e-01,9.143323964276600657e-01,9.143323964276600657e-01,9.143323964276600657e-01
9.206218712096216894e-01,-3.068739570698738595e-01,9.206218712096216894e-01,9.206218712096216894e-01,9.206218712096216894e-01,9.206218712096216894e-01
9.269113459915832021e-01,-3.089704486638610303e-01,9.269113459915832021e-01,9.269113459915832021e-01,9.269113459915832021e-01,9.269113459915832021e-01
9.332008207735447147e-01,-3.110669402578482012e-01,9.332008207735447147e-01,9.332008207735447147e-01,9.332008207735447147e-01,9.332008207735447147e-01
