q0,q1,q2,q3,q4,q5
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.000572213320992887,0.00019073777366429567,-0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
-0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
0.00019073777366429567,-0.000572213320992887,0.00019073777366429567,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
0.0009536888683214784,-0.000572213320992887,0.000572213320992887,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
0.0013351644156500697,-0.000572213320992887,0.0009536888683214784,-0.00019073777366429567,0.00019073777366429567,0.00019073777366429567
0.0020981156267225742,-0.000572213320992887,0.0013351644156500697,0.00019073777366429567,0.00019073777366429567,0.000572213320992887
0.0020981156267225742,-0.000572213320992887,0.001716639962978661,0.00019073777366429567,0.00019073777366429567,0.000572213320992887
0.0032425422687083483,-0.0009536888683214784,0.0024795911740511656,0.00019073777366429567,0.000572213320992887,0.0009536888683214784
0.0032425422687083483,-0.0013351644156500697,0.002861066721379757,0.000572213320992887,0.00019073777366429567,0.0009536888683214784
0.0036240178160369396,-0.0013351644156500697,0.0032425422687083483,0.0009536888683214784,0.000572213320992887,0.0013351644156500697
0.004386968910694122,-0.001716639962978661,0.004386968910694122,0.0013351644156500697,0.0009536888683214784,0.0020981156267225742
0.00476844422519207,-0.001716639962978661,0.00476844422519207,0.0020981156267225742,0.0009536888683214784,0.0024795911740511656
0.005531395319849253,-0.0024795911740511656,0.005531395319849253,0.002861066721379757,0.0009536888683214784,0.002861066721379757
0.006294346414506435,-0.0024795911740511656,0.006294346414506435,0.004005493130534887,0.0013351644156500697,0.002861066721379757
0.0078202486038208,-0.002861066721379757,0.007438773289322853,0.00476844422519207,0.001716639962978661,0.0036240178160369396
0.00858320016413927,-0.0032425422687083483,0.00858320016413927,0.005531395319849253,0.0024795911740511656,0.00476844422519207
0.009727626107633114,-0.0036240178160369396,0.009346150793135166,0.00667582219466567,0.004005493130534887,0.005912871100008488
0.010490577667951584,-0.0036240178160369396,0.010872052982449532,0.0078202486038208,0.00476844422519207,0.007057297509163618
0.011635004542768002,-0.004005493130534887,0.01201647985726595,0.008201723918318748,0.005912871100008488,0.0078202486038208
0.012779430486261845,-0.00476844422519207,0.012779430486261845,0.00858320016413927,0.007438773289322853,0.008201723918318748
0.013923857361078262,-0.00476844422519207,0.01430533267557621,0.009727626107633114,0.00858320016413927,0.010109102353453636
0.01506828423589468,-0.005531395319849253,0.01583123579621315,0.01125352829694748,0.009727626107633114,0.01125352829694748
0.016975661739706993,-0.005912871100008488,0.016594186425209045,0.01201647985726595,0.01125352829694748,0.01201647985726595
0.018501564860343933,-0.005912871100008488,0.01773861236870289,0.013542382046580315,0.012779430486261845,0.013923857361078262
0.019645990803837776,-0.00667582219466567,0.019645990803837776,0.015449759550392628,0.014686808921396732,0.01506828423589468
0.021171892061829567,-0.007057297509163618,0.02079041674733162,0.016212711110711098,0.016594186425209045,0.016975661739706993
0.022697795182466507,-0.0078202486038208,0.02193484455347061,0.016975661739706993,0.018501564860343933,0.01888304017484188
0.024605173617601395,-0.0078202486038208,0.024605173617601395,0.01926451548933983,0.019645990803837776,0.019645990803837776
0.026512550190091133,-0.008964675478637218,0.026512550190091133,0.02040894143283367,0.02040894143283367,0.021553369238972664
0.02841992862522602,-0.009346150793135166,0.02841992862522602,0.022697795182466507,0.02193484455347061,0.023079270496964455
0.03032730519771576,-0.010109102353453636,0.03032730519771576,0.024605173617601395,0.02384222112596035,0.024605173617601395
0.03223468363285065,-0.010872052982449532,0.03223468363285065,0.026512550190091133,0.025749599561095238,0.026512550190091133
0.034142062067985535,-0.011635004542768002,0.034142062067985535,0.028038453310728073,0.027656977996230125,0.027656977996230125
0.03604944050312042,-0.012397955171763897,0.03604944050312042,0.02994582988321781,0.02841992862522602,0.02994582988321781
0.03833829239010811,-0.013160906732082367,0.03833829239010811,0.03185320645570755,0.03032730519771576,0.031090257689356804
0.04100862145423889,-0.013923857361078262,0.040627144277095795,0.03376058489084244,0.03299763426184654,0.03376058489084244
0.04291599988937378,-0.014686808921396732,0.04291599988937378,0.03528648987412453,0.03490501269698143,0.035667963325977325
0.045204851776361465,-0.015449759550392628,0.045204851776361465,0.03757534176111221,0.03643091395497322,0.03795681521296501
0.04787518084049225,-0.016594186425209045,0.04787518084049225,0.039101243019104004,0.038719769567251205,0.040627144277095795
0.05054550990462303,-0.01773861236870289,0.05054550990462303,0.042153049260377884,0.040627144277095795,0.043678950518369675
0.053215838968753815,-0.018120087683200836,0.053215838968753815,0.045204851776361465,0.04406042397022247,0.04596780240535736
0.0555046908557415,-0.01926451548933983,0.0558861680328846,0.04711223021149635,0.04596780240535736,0.048256658017635345
0.05855649709701538,-0.019645990803837776,0.05893797054886818,0.05054550990462303,0.048256658017635345,0.05092698708176613
0.06160829961299896,-0.02040894143283367,0.06160829961299896,0.053215838968753815,0.05130846053361893,0.05359731614589691
0.06389715522527695,-0.021553369238972664,0.06389715522527695,0.054741740226745605,0.054741740226745605,0.0555046908557415
0.06733043491840363,-0.022697795182466507,0.06694895774126053,0.057793546468019485,0.057793546468019485,0.057793546468019485
0.07038223743438721,-0.023460745811462402,0.07038223743438721,0.06084534898400307,0.06008239835500717,0.06084534898400307
0.07381551712751389,-0.024605173617601395,0.07381551712751389,0.06313420087099075,0.06313420087099075,0.06389715522527695
0.07648584991693497,-0.02536812424659729,0.07648584991693497,0.06580453366041183,0.06618601083755493,0.06618601083755493
0.07991912961006165,-0.02727550081908703,0.07991912961006165,0.06885633617639542,0.06961929053068161,0.06961929053068161
0.08373387902975082,-0.028038453310728073,0.08335240930318832,0.07267109304666519,0.0715266615152359,0.07305257022380829
0.0871671661734581,-0.029564354568719864,0.0871671661734581,0.07572289556264877,0.07534141838550568,0.07610437273979187
0.09021896868944168,-0.03032730519771576,0.09021896868944168,0.07915617525577545,0.07801175117492676,0.07953765243291855
0.09403372555971146,-0.03147173300385475,0.09403372555971146,0.08220797777175903,0.08068207651376724,0.08297093212604523
0.09784847497940063,-0.03299763426184654,0.09784847497940063,0.08602273464202881,0.08449683338403702,0.0864042118191719
0.10090028494596481,-0.034142062067985535,0.10090028494596481,0.08869306743144989,0.0879301130771637,0.08945601433515549
0.10509651154279709,-0.035667963325977325,0.10433356463909149,0.09212634712457657,0.09212634712457657,0.09288929402828217
0.10891126841306686,-0.03681239113211632,0.10929274559020996,0.09632257372140884,0.09517814964056015,0.09670405089855194
0.11310750246047974,-0.03795681521296501,0.11310750246047974,0.09937438368797302,0.09937438368797302,0.10051880776882172
0.11692225188016891,-0.039101243019104004,0.11654078215360641,0.1024261862039566,0.1024261862039566,0.10433356463909149
0.12111848592758179,-0.040627144277095795,0.12073700875043869,0.10662241280078888,0.10700388997793198,0.10814831405878067
0.12531471252441406,-0.042153049260377884,0.12531471252441406,0.11120012402534485,0.11005569249391556,0.11234454810619354
0.12912946939468384,-0.04329747334122658,0.12912946939468384,0.11425192654132843,0.11387044936418533,0.11539635062217712
0.1337071806192398,-0.04482337832450867,0.1337071806192398,0.1184481605887413,0.1180666834115982,0.1199740618467331
0.13828489184379578,-0.04634927958250046,0.13752193748950958,0.12302586436271667,0.12340734153985977,0.12378881871700287
0.14286258816719055,-0.048256658017635345,0.14324407279491425,0.12760357558727264,0.12645913660526276,0.12836651504039764
0.14705882966518402,-0.04940108209848404,0.14705882966518402,0.13179980218410492,0.12989242374897003,0.1329442262649536
0.1520180106163025,-0.05092698708176613,0.1520180106163025,0.1363775134086609,0.1348516047000885,0.1371404528617859
0.15697719156742096,-0.05245288833975792,0.15697719156742096,0.14095520973205566,0.13904783129692078,0.14171816408634186
0.16117341816425323,-0.05436026677489281,0.16117341816425323,0.14400701224803925,0.14438849687576294,0.14476996660232544
0.1661325991153717,-0.0558861680328846,0.1661325991153717,0.1489662081003189,0.14858472347259521,0.1497291475534439
