tau1,tau2,tau3,tau4,tau5,tau6
0.08058608323335648,-0.4175824224948883,4.637362480163574,0.021978022530674934,-0.061050061136484146,-0.007326007355004549
0.021978022530674934,-0.31501832604408264,4.505494594573975,0.021978022530674934,-0.061050061136484146,-0.0024420025292783976
0.13919414579868317,-0.8571428656578064,4.40293025970459,0.021978022530674934,-0.05616605654358864,-0.0024420025292783976
0.21245421469211578,-0.32967033982276917,4.622710704803467,0.021978022530674934,-0.05616605654358864,-0.0024420025292783976
0.12454212456941605,-0.7252747416496277,5.003663063049316,0.021978022530674934,-0.061050061136484146,-0.007326007355004549
0.18315018713474274,-0.1684981733560562,5.135530948638916,0.021978022530674934,-0.061050061136484146,-0.0024420025292783976
0.18315018713474274,-0.8864468932151794,4.857142925262451,0.026862027123570442,-0.061050061136484146,-0.0024420025292783976
0.4175824224948883,-0.4615384638309479,4.989010810852051,0.026862027123570442,-0.05616605654358864,-0.0024420025292783976
0.4908424913883209,-0.24175824224948883,5.238095283508301,0.0317460335791111,-0.05616605654358864,0.0024420025292783976
0.4908424913883209,-1.0622711181640625,5.384615421295166,0.0317460335791111,-0.04639804735779762,0.007326007355004549
0.930402934551239,-0.7252747416496277,5.692307472229004,0.03663003817200661,-0.04639804735779762,0.007326007355004549
0.6813187003135681,-1.0622711181640625,6.073260307312012,0.041514042764902115,-0.041514042764902115,0.012210012413561344
0.21245421469211578,-0.930402934551239,6.205128192901611,0.05128205195069313,-0.0317460335791111,0.017094017937779427
0.7692307829856873,-1.1941392421722412,5.897435665130615,0.061050061136484146,-0.021978022530674934,0.026862027123570442
0.32967033982276917,-1.4285714626312256,6.219780445098877,0.06593406945466995,-0.012210012413561344,0.026862027123570442
0.5787546038627625,-1.750915765762329,6.234432220458984,0.08547008782625198,0.0024420025292783976,0.03663003817200661
0.13919414579868317,-1.5604395866394043,5.941391944885254,0.10012210160493851,0.017094017937779427,0.041514042764902115
0.4029304087162018,-0.6813187003135681,5.443223476409912,0.11965811997652054,0.026862027123570442,0.04639804735779762
0.31501832604408264,-1.2673993110656738,6.102564334869385,0.12942613661289215,0.041514042764902115,0.05616605654358864
1.047619104385376,-1.0915751457214355,5.282051086425781,0.13919414579868317,0.04639804735779762,0.05616605654358864
0.593406617641449,-1.4285714626312256,5.340659141540527,0.12454212456941605,0.07081807404756546,0.06593406945466995
1.0036630630493164,-0.5347985625267029,6.454212665557861,0.10500610619783401,0.10500610619783401,0.07570207864046097
0.5641025900840759,-1.1501832008361816,5.692307472229004,0.08547008782625198,0.14407815039157867,0.10500610619783401
0.18315018713474274,-0.7545787692070007,5.824175834655762,0.095238097012043,0.1636141687631607,0.10989011079072952
0.18315018713474274,-0.930402934551239,5.780219554901123,0.10012210160493851,0.1636141687631607,0.10012210160493851
0.095238097012043,-0.4908424913883209,5.736263751983643,0.07570207864046097,0.12942613661289215,0.08058608323335648
0.4615384638309479,-1.5018315315246582,5.0329670906066895,0.07081807404756546,0.1636141687631607,0.08058608323335648
0.25641027092933655,-1.2380952835083008,5.413919448852539,0.10500610619783401,0.1684981733560562,0.10989011079072952
0.930402934551239,-1.0329670906066895,6.161172389984131,0.13431014120578766,0.14896215498447418,0.12454212456941605
0.5347985625267029,-1.384615421295166,5.0915751457214355,0.14896215498447418,0.14407815039157867,0.08058608323335648
0.8571428656578064,-0.7399267554283142,5.003663063049316,0.13919414579868317,0.1538461595773697,0.10012210160493851
0.1538461595773697,-1.2820513248443604,5.794871807098389,0.12942613661289215,0.14407815039157867,0.11965811997652054
0.1538461595773697,-1.4578754901885986,5.838827610015869,0.14896215498447418,0.11965811997652054,0.07570207864046097
0.3443223536014557,-1.018315076828003,6.205128192901611,0.11477411538362503,0.10012210160493851,0.08058608323335648
0.4615384638309479,-1.2087912559509277,6.058608055114746,0.14407815039157867,0.061050061136484146,0.08547008782625198
0.5201465487480164,-1.4871795177459717,6.556776523590088,0.18315018713474274,0.04639804735779762,0.04639804735779762
0.31501832604408264,-1.4578754901885986,5.970695972442627,0.1538461595773697,0.05128205195069313,0.07570207864046097
0.5494505763053894,-1.8827838897705078,5.692307472229004,0.19291819632053375,0.10012210160493851,0.06593406945466995
0.03663003817200661,-1.8534798622131348,5.223443031311035,0.13919414579868317,0.11477411538362503,0.07570207864046097
0.3443223536014557,-1.941391944885254,5.32600736618042,0.10989011079072952,0.08547008782625198,0.08058608323335648
0.21245421469211578,-0.9890109896659851,5.545787334442139,0.11477411538362503,0.095238097012043,0.06593406945466995
